codeleccion,deseleccion,coddepartamento,desdepartamento,coddistrito,desdistrito,codzona,deszona,codlocal,deslocal,mesa,tipo,id_credencial
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,24,NORMAL,68916615
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,25,NORMAL,30711425
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,26,NORMAL,26585658
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,27,NORMAL,65558459
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,28,NORMAL,98941029
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,29,NORMAL,87418484
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,235,235-SAN ANTONIO,1,1-COL.NAC. Nº6 ARQ.TOMAS ROMERO PEREIRA,30,NORMAL,16223561
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,1,NORMAL,85940245
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,2,NORMAL,83577817
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,3,NORMAL,77179404
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,4,NORMAL,84926670
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,5,NORMAL,78947249
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,6,NORMAL,54249223
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,7,NORMAL,45929936
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,8,NORMAL,79721315
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,9,NORMAL,78595558
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,10,NORMAL,70653621
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,11,NORMAL,22200673
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,12,NORMAL,77792403
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,13,NORMAL,57125983
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,14,NORMAL,31924181
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,15,NORMAL,49436343
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,16,NORMAL,39890447
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,17,NORMAL,44025369
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,18,NORMAL,93930875
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,25,25-SAN ANTONIO,463,463-SAN ANTONIO 2,1,1-ESC. ISAAC CABRERA,19,NORMAL,73718075
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,1,NORMAL,42033448
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,2,NORMAL,94955688
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,3,NORMAL,85657377
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,4,NORMAL,85267493
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,5,NORMAL,97894088
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,6,NORMAL,76665729
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,7,NORMAL,69981629
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,8,NORMAL,94151127
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,9,NORMAL,50750590
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,10,NORMAL,32798760
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,11,NORMAL,72391769
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,12,NORMAL,64932184
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,13,NORMAL,22352195
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,14,NORMAL,20441875
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,15,NORMAL,69983863
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,16,NORMAL,98770214
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,17,NORMAL,46907407
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,18,NORMAL,54986424
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,19,NORMAL,39715956
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,20,NORMAL,94844350
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,21,NORMAL,15148616
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,22,NORMAL,45928600
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,23,NORMAL,36660264
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,24,NORMAL,69770067
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,25,NORMAL,50641490
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,27,27-SAN LORENZO,227,227-SAN LORENZO,1,1-COLEGIO NACIONAL SATURIO RIOS,26,NORMAL,44575696
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,8,NORMAL,11428263
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,9,NORMAL,60362132
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,10,NORMAL,12956230
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,11,NORMAL,93617418
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,12,NORMAL,88619679
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,13,NORMAL,82621969
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,14,NORMAL,74098639
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,15,NORMAL,60085613
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,16,NORMAL,72436488
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,17,NORMAL,53268088
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,18,NORMAL,96090455
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,19,NORMAL,42668353
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,20,NORMAL,97739796
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,21,NORMAL,37134165
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,22,NORMAL,77921528
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,23,NORMAL,20269047
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,24,NORMAL,31890147
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,25,NORMAL,83589107
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,26,NORMAL,87287050
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,27,NORMAL,79461209
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,28,NORMAL,93828572
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,29,NORMAL,48635772
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,30,NORMAL,93938341
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,31,NORMAL,17430350
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,32,NORMAL,94224854
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,33,NORMAL,57258037
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,34,NORMAL,75047491
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,35,NORMAL,22846998
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,36,NORMAL,49441012
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,37,NORMAL,70264959
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,38,NORMAL,58660866
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,39,NORMAL,95714664
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,40,NORMAL,98875873
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,41,NORMAL,89067520
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,42,NORMAL,51631511
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,43,NORMAL,21444011
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,44,NORMAL,25807696
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,45,NORMAL,24200061
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,46,NORMAL,43495600
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,47,NORMAL,16467117
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,48,NORMAL,45644523
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,361,361-LUQUE - SECCIONAL 3,1,1-ESCUELA Nº 26 GRAL. ELIZARDO AQUINO,49,NORMAL,80128906
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,1,NORMAL,89006602
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,2,NORMAL,93077997
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,3,NORMAL,86175871
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,4,NORMAL,26006388
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,5,NORMAL,53384163
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,6,NORMAL,88197184
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,7,NORMAL,22465412
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,8,NORMAL,55379405
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,9,NORMAL,41730369
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,10,NORMAL,39461450
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,11,NORMAL,80770928
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,12,NORMAL,62422531
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,13,NORMAL,93853499
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,14,NORMAL,95653118
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,15,NORMAL,17620170
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,16,NORMAL,78003721
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,17,NORMAL,16464417
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,18,NORMAL,38060692
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,19,NORMAL,52886930
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,20,NORMAL,32759506
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,21,NORMAL,55800279
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,22,NORMAL,71312362
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,23,NORMAL,42335609
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,24,NORMAL,47721967
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,25,NORMAL,54112364
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,26,NORMAL,23547493
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,27,NORMAL,51334226
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,28,NORMAL,21417129
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,29,NORMAL,26736164
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,30,NORMAL,67534670
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,31,NORMAL,63718014
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,32,NORMAL,76293654
195,ASOCIACIÓN NACIONAL REPUBLICANA,11,11-CENTRAL,17,17-LUQUE,362,362-LUQUE - SECCIONAL 4,1,1-COLEGIO NACIONAL GRAL. ELIZARDO AQUINO,33,NORMAL,72539207
